95	286631	11	16161	Demetrious	Maxie	91	14	1	6.03	270	10/18/1973	Shreveport, LA	Texas El Paso	4	13	3
97	286479	11	17714	Shannon	Garrett	23	13	1	5.1	195	1/24/1972	St. Louis, MO	Mississippi College	14	14	3
99	141841	NULL	114242	Sandro	DeAngelis	12	16	0	5.08	195	5/1/1981	Niagara Falls, ON	Nebraska	1	9	3
101	NULL	11	18153	Khari	Jones	17	1	1	5.11	210	5/16/1971	Hammond. IN	California Davis	1	9	3
103	NULL	11	23674	Joe	Fleming	76	15	1	6.03	285	12/5/1971	Wellseley, MA	New Hampshire	5	10	3
105	NULL	11	23930	Joe	Montford	53	14	1	6.01	230	7/30/1970	Buford, NC	South Carolina State	2	12	3
107	23060	11	25494	Derrell	Mitchell	87	5	1	5.09	190	9/16/1971	Miami, FL	Texas Tech	8	11	3
109	500406	NULL	151364	Tristan	Black	51	13	0	6.02	221	4/8/1984	Toronto, ON	Wayne State	2	6	19
111	286522	10	28310	Orlondo	Steinauer	21	12	1	5.11	182	6/9/1973	Seattle, WA	Western Washington	8	13	4
113	NULL	10	28426	Dedric	Mathis	26	10	0	NULL	0	NULL	NULL	Houston	0	0	4
115	NULL	11	30511	Kelly	Wiltshire	31	11	0	6	219	6/28/1972	St. Laurent, QC	James Madison	10	10	3
117	NULL	11	30523	Mike	Mihelic	59	7	0	6.05	317	3/11/1973	Toronto, ON	Indiana	10	10	3
119	NULL	11	30534	Sheldon	Napastuk	92	15	0	6.04	296	8/5/1974	North Battleford, SK	Iowa State	4	8	3
121	NULL	10	30692	Glen	Young	55	13	0	NULL	0	NULL	NULL	Syracuse	0	0	4
123	NULL	11	30698	Moe	Elewonibi	65	7	0	6.04	258	12/16/1965	Lagos, Nigeria	Brigham Young	5	10	3
125	NULL	10	39225	Lamar	Mcgriggs	36	13	0	NULL	0	NULL	NULL	Western Illinois	0	0	4
127	334589	NULL	160137	Lindsey	Witten	79	21	1	6.05	250	4/28/1988	Cleveland, OH	Connecticut	1	1	NULL
129	NULL	10	42398	Ted	White	7	1	1	6.03	230	5/29/1976	Baton Rouge, Louisiana	Howard	3	3	4
131	24996	10	42484	Michael	Bishop	13	1	1	6.02	223	4/15/1976	Galveston, TX	Kansas State	2	9	3
133	286724	11	44568	William	Loftus	18	12	0	6.01	195	6/3/1975	Vancouver, BC	Manitoba	10	10	3
135	286561	10	44677	Brian	Clark	48	13	1	6.02	224	5/5/1974	Quincy, IL	Hofstra	3	9	4
137	88501	11	44688	Chad	Folk	56	6	0	6	275	10/28/1972	Kelowna, BC	Utah	12	12	3
139	24663	11	152914	Doug	Brown	97	15	0	6.08	290	9/29/1974	New Westminster, BC	Simon Fraser	11	11	3
141	95068	11	44694	Steve	Charbonneau	98	14	0	6.04	295	5/30/1973	Cowansville, QC	New Hampshire	6	11	3
143	NULL	10	NULL	Brenden	Owens	79	4	0	6.01	185	12/23/1988	Regina, SK	Regina	1	1	3
145	85795	10	44713	Dave	Mudge	67	8	0	6.07	305	10/22/1974	Oshawa, ON	Michigan State	4	10	3
147	286476	11	44757	Dan	Comiskey	60	9	0	6.05	302	6/30/1972	Windsor, ON	Windsor	1	13	3
149	NULL	11	44758	Kelly	Lochbaum	33	13	0	6.01	240	4/3/1973	Abbotsford, BC	Northern Arizona	9	9	3
151	NULL	11	44759	Wayne	Weathers	99	14	0	6.04	255	6/4/1973	Toronto, ON	Manitoba	7	7	3
153	286504	11	44762	Chris	Hardy	8	12	0	5.11	187	6/6/1972	Edmonton, AB	Manitoba	6	12	3
155	NULL	10	44791	Jarrett	Smith	35	2	0	NULL	0	NULL	NULL	Waterloo	0	0	4
157	NULL	11	44798	Dave	Donaldson	37	11	0	5.1	185	12/9/1972	Winnipeg, MB	Manitoba	10	10	3
159	273276	9	142772	Andrew	Hawkins	0	4	1	5.08	165	3/10/1986	Johnstown, PA	Toledo	1	1	4
161	NULL	11	47718	Nealon	Greene	17	1	1	5.1	205	4/13/1976	Yonkers, NY	Clemson	9	9	3
163	290188	10	49317	Mike	Maurer	19	3	0	6	195	10/6/1975	Saskatoon, SK	Regina Rams	5	13	3
165	NULL	10	49841	Tee	Martin	12	1	1	6.02	230	7/25/1978	Mobile, AL	Tennessee	3	3	4
167	24410	10	49842	John	Avery	20	2	1	5.1	192	1/11/1976	Richmond, VA	Mississippi	3	4	4
169	286466	11	49982	Mark	Washington	23	11	1	5.09	190	4/16/1973	Washington, DC	Rutgers	4	10	3
171	94363	11	51308	Robert	Brown	94	15	1	6.02	275	5/12/1974	Taiwan	Southern Mississippi	6	11	3
173	24083	10	52059	Kenny	Wheaton	30	12	1	5.1	205	3/8/1975	Phoenix, AZ	Oregon	6	6	3
175	86046	11	52061	A.J.	Gass	77	13	1	6.03	205	11/29/1975	Bellflower, CA	Fresno State	10	10	3
177	NULL	10	53166	Bernard	Williams	69	8	1	6.09	275	7/18/1972	Memphis, TN	Georgia	4	5	4
179	100397	11	53683	Tim	Fleiszer	43	14	0	6.03	266	8/14/1975	Montreal, QC	Harvard	10	10	3
181	NULL	11	53691	Marc	Pilon	67	15	0	6.05	285	2/18/1975	Ottawa, ON	Syracuse	8	8	3
183	NULL	10	NULL	Jerry	Porter	1	4	1	6.02	220	7/14/1978	Washington, DC	West Virginia	1	1	3
185	24563	10	53698	Ryan	Thelwell	8	4	0	6.02	195	4/6/1973	London, ON	Minnesota	7	11	NULL
187	NULL	10	53700	Samir	Chahine	51	1	0	NULL	0	NULL	NULL	McGill	0	0	4
189	286540	11	53701	Roger	Dunbrack	70	15	0	6.04	270	10/8/1975	Dundas, ON	Western Ontario	10	10	3
191	NULL	10	53703	Matt	Kellett	15	16	0	6	200	5/4/1973	Ottawa, Ontario	Saskatchewan	1	6	4
193	286535	9	53704	Scott	Flory	57	7	0	6.04	296	7/15/1976	Regina, SK	Saskatchewan	15	15	15
195	NULL	11	53706	Scott	Deibert	4	3	0	6	210	10/2/1970	Moose Jaw, Saskatchewan	Minot State	5	8	3
197	86895	10	53787	Greg	Bearman	8	12	0	5.07	175	8/2/1975	Richmond, BC	New Mexico State	3	8	3
199	NULL	12	NULL	Reed	Alexander	65	9	0	6.03	292	9/30/1987	Medicine Hat, AB	Calgary	1	1	3
201	NULL	10	54063	Quincy	Coleman	21	11	1	5.11	190	7/23/1975	Macon, Mississippi	Jackson State	1	4	4
203	NULL	10	55018	Chris	Shelling	31	13	0	NULL	0	NULL	NULL	Auburn	0	0	4
205	262393	30	143296	M	S	92	21	0	6.04	247	8/8/1986	Regina, SK	Montana	1	2	3
207	NULL	10	57196	Keaton	Cromartie	56	14	1	6.02	245	4/19/1976	Bradenton, Florida	Tulane	4	6	4
209	83924	NULL	57397	Geroy	Simon	81	5	1	6	198	9/11/1975	Johnstown, PA	Maryland	2	16	15
211	323079	10	159769	Deon	Beasley	20	11	1	5.1	180	9/19/1987	Orange, TX	Texas	1	4	NULL
213	NULL	10	57968	Jude	Waddy	90	13	1	6.02	225	11/12/1975	Washington, D.C.	William & Mary	1	1	4
215	NULL	11	58575	Eric	England	95	14	1	6.03	268	4/25/1971	Fort Wayne, IN	Texas A&M	4	5	3
217	24993	11	59261	JoJuan	Armour	11	13	1	6	225	7/10/1976	Toledo, OH	Miami of Ohio	3	6	3
219	NULL	10	59262	Craig	Yeast	84	4	1	5.07	165	11/11/1976	Danville, KY	Kentucky	1	4	4
221	228655	NULL	151440	Greg	Fassitt	3	11	1	5.11	185	4/20/1985	New Orleans, LA	Grambling State	2	2	3
223	NULL	10	59561	Kevin	Johnson	44	13	0	NULL	0	NULL	NULL	Ohio State	0	0	4
225	25047	11	59895	Bashir	Levingston	23	10	1	5.09	190	10/2/1976	Seaside, CA	Eastern Washington	7	7	3
227	NULL	10	60042	Wane	Mcgarity	83	4	0	NULL	0	NULL	NULL	Texas	0	0	4
229	NULL	10	60501	Martay	Jenkins	84	4	1	6	206	2/28/1975	Waterloo, IA	Nebraska Omaha	1	1	4
231	NULL	10	60536	Trevis	Smith	48	13	1	6	240	8/9/1976	Montgomery, Alabama	Alabama	7	7	4
233	NULL	11	61292	Marc	Megna	54	14	0	NULL	0	NULL	NULL	Richmond	0	0	3
235	NULL	10	61362	Curtis	Jackson	85	4	1	5.09	196	9/22/1973	Fort Worth, TX	Texas-Austin	1	3	4
237	NULL	11	62490	Sylvain	Girard	3	4	0	6	204	10/3/1975	Chicoutimi, QC	Concordia	8	8	3
239	250778	10	117033	Cliff	Washburn	69	9	1	6.06	315	1/25/1980	Rutherford County, NC	The Citadel	1	3	3
241	286481	11	62507	Kevin	Lefsrud	65	6	0	6.04	295	1/28/1977	Viking, AB	Saskatchewan	7	7	3
243	NULL	10	62510	David	De La Perralle	57	7	0	6.07	315	3/22/1979	Montreal	Kentucky	6	1	4
245	108342	10	62512	Wayne	Shaw	29	12	0	5.09	189	2/14/1974	Winnipeg, MB	Kent State	5	10	4
247	286796	11	62520	Corey	Grant	8	4	0	5.11	205	12/22/1976	Stoney Creek, ON	Wilfrid Laurier	5	12	3
249	286732	11	62529	Pascal	Cheron	66	9	0	6.04	305	6/22/1974	Charlesborough, QC	Laval	7	8	3
251	91888	11	62531	Jeff	Pilon	64	8	0	6.06	300	3/21/1976	Ottawa, ON	Syracuse	10	10	3
253	286448	10	62533	Mike	Abou-Mechrek	67	7	0	6.06	300	10/14/1975	Toronto, ON	Western Ontario	2	10	3
255	NULL	10	62538	Stephane	Fortin	6	11	0	NULL	0	NULL	NULL	Indianapolis	0	0	4
257	86434	11	62541	Kennedy	Nkeyasen	20	11	0	5.09	193	8/4/1976	Ghana	Idaho State	9	9	3
259	106330	11	62552	Bobby	Singh	62	7	0	6.03	315	11/21/1975	Fiji	Portland State	5	9	3
261	NULL	11	62569	Eric	Lapointe	5	2	0	5.11	208	9/13/1974	Montreal, QC	Mount Allison	6	8	3
263	NULL	11	62590	Jason	Kralt	6	13	0	6.01	240	2/8/1974	Ottawa, Ontario	Carleton	5	8	3
265	NULL	11	62593	Jason	Crumb	10	11	0	6	188	4/26/1973	Kelowna, BC	Saskatchewan	7	7	3
267	25362	10	63158	Jarious	Jackson	12	1	1	6.01	236	5/3/1977	Tupelo, MS	Notre Dame	1	8	15
269	105838	4	63531	Kevin	Glenn	5	1	1	5.1	203	6/12/1979	Detroit, MI	Illinois State	4	14	3
271	406332	10	170214	Renaldo	Sagesse	91	15	0	6.04	289	12/23/1986	Montreal, QC	Michigan	1	1	3
273	NULL	10	69034	Frank	Ferrara	95	15	1	6.03	275	12/7/1975	Brooklyn, New York	Rhode Island	2	2	4
275	110044	10	69066	Dwan	Epps	48	14	1	6.01	242	1/18/1977	Houston, TX	Texas Southern	1	4	4
277	111200	11	69751	Marcus	Brady	8	1	1	5.11	198	9/24/1979	San Diego, CA	Cal State Northridge	3	7	3
279	97604	11	70784	John	Grace	7	13	1	5.11	223	2/10/1977	Okeechobee, FL	Marshall	3	8	3
281	NULL	11	70877	LaDouphyous	McCalla	1	11	1	5.08	186	1/1/1976	Tyler, TX	Rice	7	7	3
283	286497	10	71030	Jamie	Stoddard	88	4	0	6.01	196	12/29/1977	Richmond, BC	Alberta	10	10	3
285	286777	11	71083	Donnie	Ruiz	17	11	0	6	200	6/5/1978	Montreal, QC	Wilfrid Laurier	7	7	3
287	NULL	10	72486	Ryland	Wickman	55	13	0	NULL	0	NULL	NULL	Sacramento State	0	0	4
289	NULL	11	72559	Reggie	Durden	5	10	1	5.08	170	11/22/1976	Houston, TX	Florida State	6	6	3
291	82286	10	73243	Ben	Sankey	7	1	1	6.03	220	12/5/1976	Chicago, IL	Wake Forest	6	7	3
293	84412	10	73405	Michael	Fletcher	2	13	1	5.1	209	2/17/1977	Compton, CA	Oregon	7	9	3
295	NULL	10	73476	Spergon	Wynn	19	1	1	6.04	225	8/10/1978	Houston, TX	Southwest Texas State	1	5	4
297	NULL	10	0	Adam	Dunk	53	13	0	6.01	220	5/13/1987	Guelph, ON	Guelph	1	1	3
299	87785	11	74159	Jeremaine	Copeland	80	5	1	6.02	205	2/19/1977	Harriman, Tennessee	Tennessee	2	11	3
301	NULL	11	74615	Clifford	Ivory	13	11	1	5.11	180	8/1/1975	Thomasville, GA	Troy State	7	7	3
303	NULL	11	74675	Antonio	Warren	0	2	1	5.1	205	11/25/1975	San Francisco, CA	California Poly State	1	6	3
305	NULL	10	74700	Michael	Jenkins	6	2	0	NULL	0	NULL	NULL	Arkansas	0	0	4
307	286529	10	74721	Tim	Bakker	64	6	0	6.04	302	11/23/1977	Oakville, ON	Western Ontario	6	9	3
309	108195	11	74722	Donnavan	Carter	3	13	0	6.01	220	4/20/1975	Toronto, ON	Northern Illinois	1	8	3
311	NULL	11	74723	Ibrahim	Tounkara	82	4	0	6.02	215	4/23/1976	Montreal, QC	Ottawa	7	7	3
313	141820	10	102668	Wes	Lysack	30	12	0	6.01	203	3/3/1978	Edmonton, AB	Manitoba	1	9	3
315	NULL	11	74725	Scott	Regimbald	21	3	0	6.03	245	11/23/1975	Montreal, QC	Houston	7	7	3
317	267710	10	153854	Michael	Grant	29	11	1	5.11	179	3/30/1986	Stone Mountain, GA	Arkansas	1	2	5
319	NULL	10	74730	Mat	Petz	55	13	0	6.03	255	6/25/1977	Windsor, Ontario	Wake Forest	2	6	4
321	NULL	11	74732	Mike	Juhasz	19	4	0	6.02	200	7/23/1976	Vancouver, BC	North Dakota	4	7	3
323	NULL	11	74737	Jason	Gavadza	36	5	0	6.03	249	1/31/1976	Toronto, ON	Kent State	1	3	3
325	92152	11	74738	Brent	Johnson	97	14	0	6.04	262	12/7/1976	Kingston, ON	Ohio State	11	11	NULL
327	92200	11	74739	Clinton	Wayne	93	15	0	6.02	280	5/7/1977	Scarborough, ON	Ohio State	9	9	3
329	264904	10	158271	Leslie	Majors	36	13	1	5.1	180	2/18/1986	South Holland, IL	Indiana	1	1	3
331	95254	11	74743	Markus	Howell	88	4	0	5.11	185	4/21/1975	Winnipeg, MB	Texas Southern	7	12	3
333	286470	11	74758	Matt	Sheridan	54	9	0	6.03	338	5/27/1977	Montreal, QC	Manitoba	1	9	3
335	NULL	10	74889	Willie	Fells	40	13	0	NULL	0	NULL	NULL	Purdue	0	0	4
337	NULL	10	NULL	Harry	Von Kann	89	4	1	6.04	240	8/19/1988	Washington DC	Kenyon College	1	1	3
339	NULL	11	75115	George	White	36	13	1	6.01	204	11/17/1977	Detroit, MI	Boston College	7	7	3
341	NULL	10	75344	Ronney	Jenkins	2	2	1	5.11	199	5/25/1977	Los Angeles, CA	Northern Arizona	2	2	4
343	83240	9	75613	Anwar	Stewart	0	21	1	6.04	255	2/9/1976	Panama, FL	Kentucky	11	13	15
345	24014	10	75988	Troy	Davis	23	2	1	5.08	183	9/14/1975	Miami, FL	Iowa State	2	6	4
347	NULL	10	76103	Da'Shann	Austin	22	11	1	5.11	180	12/1/1977	Cleveland, Ohio	Northwest Oklahoma State	2	6	4
349	286508	NULL	76155	Jeff	Johnson	33	2	0	5.1	216	2/28/1977	Toronto, ON	York	12	14	15
351	NULL	11	76489	Duane	Butler	25	13	1	6.01	203	11/29/1973	Trotwood, OH	Illinois State	4	6	3
353	NULL	10	77160	Nate	Terry	6	11	1	6.03	190	10/5/1976	Miami, FL	West Virginia	2	3	4
355	NULL	10	77185	Sean	Woodson	38	13	0	NULL	0	NULL	NULL	Jackson State	0	0	4
357	NULL	10	77452	Jason	Gesser	17	1	1	6.01	200	3/6/1978	Honolulu, Hawaii	Washington State	1	1	4
359	NULL	10	0	Timothy 	Strickland	38	13	1	5.11	184	1/13/1977	Memphis, TN	Mississippi	1	7	4
361	NULL	10	77556	James	Cotton	99	14	1	6.03	255	11/7/1976	Cleveland, OH	Ohio State	2	4	4
363	NULL	11	77591	Omar	Evans	4	11	1	6	195	9/1/1976	Alexandria, VA	Howard	6	6	3
365	NULL	10	78135	Jerome	Davis	59	8	1	6.05	308	3/4/1974	Detroit, MI	Minnesota	4	5	3
367	NULL	10	78288	Mike	Sutton	98	1	0	NULL	0	NULL	NULL	Louisiana State	0	0	4
369	NULL	10	78681	Darnell	Kennedy	0	1	1	6	190	10/8/1976	Mobile, Alabama	Alabama State	1	6	4
371	249849	10	78742	DeVonte	Peterson	94	15	1	6.02	275	4/1/1978	Clinton, NC	Catawba	3	3	4
373	111525	10	78859	Charles	Roberts	1	2	1	5.06	177	4/3/1979	Montclair, CA	Sacramento State	1	8	3
375	128666	10	79183	Keith	Stokes	17	4	1	5.07	184	12/10/1978	Toms River, NJ	East Carolina	2	7	3
377	122716	11	79435	Corey	Holmes	1	2	1	5.08	189	11/19/1976	Greensville, MS	Mississippi Valley St.	7	7	3
379	118853	10	79514	Terrell	Jurineack	79	14	1	6.05	285	11/1/1977	Orlando, FL	Missouri	4	5	4
381	299954	5	153762	Stanley	Bryant	66	9	1	6.05	311	5/7/1986	Goldsboro, NC	East Carolina	1	6	3
383	75653	7	80458	Ricky	Ray	15	1	1	6.03	214	10/22/1979	Happy Camp, CA	Sacramento State	4	13	9
385	266887	10	156256	DJ	Boldin	87	4	1	5.11	216	6/20/1986	Pahokee, FL	Wake Forest	1	1	3
387	75680	10	80756	Renard	Cox	24	13	1	6.01	202	3/3/1978	Richmond, VA	Maryland	1	4	4
389	NULL	10	81481	Andy	Petek	47	13	0	NULL	0	NULL	NULL	Montana	0	0	4
391	326994	11	81628	Nate	Davis	13	15	1	6.05	315	2/6/1974	Richmond, Indiana	Indiana	7	7	3
393	82305	11	81775	Davin	Bush	2	11	1	5.08	165	10/5/1977	Miami, FL	Central Florida	7	7	3
395	548297	NULL	158170	Akeem	Foster	88	4	0	6.04	222	3/20/1987	Ajax, ON	St. Francis Xavier	2	6	3
397	324334	10	158314	Marty	Mohamed	49	13	1	6.01	235	11/22/1987	Brawley, CA	Cal Poly	1	1	3
399	286465	11	81853	Angus	Reid	64	6	0	6.01	305	9/23/1976	Richmond, BC	Simon Fraser	13	13	3
401	286560	2	81855	Randy	Chevrier	56	20	0	6.02	251	6/6/1976	Montreal, QC	McGill	11	13	3
403	NULL	30	0	AAAA	AAAA	91	21	0	6	233	7/7/1982	NULL	NULL	0	0	4
405	NULL	30	NULL	AAAAAAA	AAAAAAAAAAA	38	2	0	5.1	198	11/22/1987	NULL	NULL	1	1	4
407	135856	11	81859	Jason	French	15	4	0	6.01	200	4/7/1978	Montreal, QC	Murray State	8	8	3
409	25915	10	81861	Pat	Woodcock	5	4	0	5.09	180	4/27/1977	Ottawa, ON	Syracuse	1	8	3
411	NULL	10	81863	Fabian	Burke	43	11	0	NULL	0	NULL	NULL	Toledo	0	0	4
413	286463	10	81864	Duncan	O'Mahony	2	17	0	5.1	183	6/29/1976	Kilkenny, Ireland	UBC	2	8	4
415	454328	10	143299	Michael	Giffin	21	2	0	6	235	1/24/1984	Kingston, ON	Queen's	3	3	NULL
417	109749	10	81868	Phil	Gibson	93	21	0	6.02	285	11/30/1978	Burlington, ON	Toledo	1	4	4
419	NULL	11	81871	Glen	Carson	61	7	0	6.04	293	8/19/1978	Melfort, SK	Saskatoon Hilltops	1	7	3
421	NULL	10	81874	Scott	Robinson	81	4	0	6.02	215	8/8/1978	Maple Ridge, BC	Simon Fraser	2	6	4
423	110743	NULL	81876	Kevin	Eiben	35	13	0	6.01	216	9/28/1979	Delta, BC	Bucknell	1	12	3
425	NULL	10	NULL	Stefan	Rodgers	62	9	1	6.05	317	11/3/1981	Little Rock, AR	Lambuth	1	1	3
427	546450	7	158145	Cory	Greenwood	27	13	0	6.02	237	6/5/1985	Kingston, ON	Concordia	2	2	3
429	386064	10	135462	Brad	Smith	86	5	0	6	199	10/2/1983	Hudson, QC	Queen's	2	4	9
431	286793	10	81894	Jocelyn	Frenette	59	20	0	6.03	300	1/11/1976	Montreal, QC	Ottawa	10	10	3
433	NULL	10	82116	William	Fields	2	10	1	5.08	175	6/21/1978	McKeesport, PA	Houston	2	6	4
435	NULL	10	83690	James	Whitley	18	10	1	5'11	192	5/13/1979	Decatur, Illinois	Michigan	2	3	4
437	291951	10	84442	Tony	Simmons	88	4	1	6.01	212	12/8/1974	Chicago, IL	Wisconsin	3	3	4
439	286527	11	85266	Chuck	Winters	32	11	1	5.11	198	2/7/1974	Detroit, MI	Michigan	6	6	3
441	NULL	10	85531	Bashir	Yamini	87	4	0	NULL	0	NULL	NULL	Iowa	0	0	4
443	25278	10	85690	Anthony	Malbrough	20	11	1	5.09	180	12/9/1976	Beaumont, TX	Texas Tech	2	9	3
445	NULL	10	85743	Elvis	Joseph	32	2	0	NULL	0	NULL	NULL	Southern	0	0	4
447	NULL	10	86817	Darrel	Crutchfield	26	10	1	6	177	2/26/1979	San Diego, CA	Clemson	2	5	4
449	NULL	10	86925	Vinny	Sutherland	25	4	0	NULL	0	NULL	NULL	Purdue	0	0	4
451	25796	10	86962	Ken-Yon	Rambo	16	4	1	6.01	200	10/4/1978	Long Beach, CA	Ohio State	1	8	NULL
453	24522	11	87018	Chris	Brazzell	84	4	1	6.02	199	5/22/1976	Fort Worth, TX	Angelo State	3	7	3
455	24515	11	87026	Jason	Tucker	83	4	1	6.02	180	6/24/1976	San Francisco, CA	Texas Christian	7	7	3
457	24813	10	87742	Rahim	Abdullah	53	14	1	6.05	277	3/22/1976	Jacksonville Beach, FL	Clemson	4	6	4
459	113884	10	88447	Rocky	Butler	19	1	1	6	204	8/7/1979	Allentown, PA	Hofstra	1	6	4
461	123140	10	88931	Dwayne	Taylor	14	13	1	6	215	11/6/1979	Oakland, CA	New Mexico State	4	7	3
463	NULL	10	88946	Karsten	Bailey	85	4	1	6	205	4/26/1977	Newnan, Georgia	Auburn	2	2	4
465	NULL	10	89546	Ka'Ron	Coleman	34	2	1	5.08	200	5/22/1978	NULL	Stephen F. Austin State	2	2	4
467	108102	10	89553	Jerome	Haywood	99	15	1	5.08	285	6/7/1978	Los Angeles, CA	San Diego State	1	8	3
469	NULL	10	89566	Bo	Rogers	2	11	1	5.09	185	7/12/1978	Chicago, IL	Western Michigan	3	3	4
471	NULL	10	90249	Travis	Ortega	10	13	1	6.02	218	5/11/1977	San Antonio, TX	Rice	4	4	4
473	NULL	10	90858	Jason	Congdon	50	13	0	NULL	0	NULL	NULL	Western Ontario	0	0	4
